Pallet: "pallet_protocol_fee", Extrinsic: "change_coefficient", Lowest values: [], Highest values: [], Steps: [50], Repeat: 5
n,d,extrinsic_time,storage_root_time,reads,repeat_reads,writes,repeat_writes
4294967295 687194760     35.78     0.064    0.1%
4294967295 773094105     33.52     1.467    4.3%
4294967295 858993450     32.44     0.048    0.1%
4294967295 944892795      35.5      0.11    0.3%
4294967295 1030792140      39.5     0.072    0.1%
4294967295 1116691485     35.92     0.018    0.0%
4294967295 1202590830      38.3     1.808    4.7%
4294967295 1288490175     39.19     0.234    0.5%
4294967295 1374389520      35.5      0.05    0.1%
4294967295 1460288865     39.49     0.043    0.1%
4294967295 1546188210     39.46     0.037    0.0%
4294967295 1632087555     36.85     1.736    4.7%
4294967295 1717986900     32.45       0.1    0.3%
4294967295 1803886245     32.53     0.099    0.3%
4294967295 1889785590     35.55     0.015    0.0%
4294967295 1975684935     39.64     0.007    0.0%
4294967295 2061584280     35.62     2.646    7.4%
4294967295 2147483625     37.12     1.754    4.7%
4294967295 2233382970     36.97     1.678    4.5%
4294967295 2319282315     33.57      1.48    4.4%
4294967295 2405181660      38.2     1.874    4.9%
4294967295 2491081005      39.8     0.021    0.0%
4294967295 2576980350     35.84     0.258    0.7%
4294967295 2662879695     34.77     1.541    4.4%
4294967295 2748779040     39.24     0.081    0.2%
4294967295 2834678385     39.57     0.152    0.3%
4294967295 2920577730     39.58     0.243    0.6%
4294967295 3006477075     35.66     0.022    0.0%
4294967295 3092376420     35.58     0.121    0.3%
4294967295 3178275765      39.3     0.097    0.2%
4294967295 3264175110     35.63     0.163    0.4%
4294967295 3350074455     39.35     0.147    0.3%
4294967295 3435973800     39.42     0.069    0.1%
4294967295 3521873145     37.36     4.927   13.1%
4294967295 3607772490     32.35     0.047    0.1%
4294967295 3693671835     35.64     0.154    0.4%
4294967295 3779571180     35.44     0.087    0.2%
4294967295 3865470525     39.24     0.013    0.0%
4294967295 3951369870     39.31     0.067    0.1%
4294967295 4037269215     39.58      0.13    0.3%
4294967295 4123168560     35.67     0.075    0.2%
4294967295 4209067905      32.4     0.074    0.2%
4294967295 4294967250     38.11     1.794    4.7%

Quality and confidence:
param     error
n             0
d             0

Model:
Time ~=    36.84
    + n        0
    + d        0
              µs

Reads = 1 + (0 * n) + (0 * d)
Writes = 1 + (0 * n) + (0 * d)
